id_empleado,nombre_completo,fecha_inicio,genero,edad,discapacidad,etnia,attrition,fecha_renuncia
2726,"Guijarro, Valerio",2025-02-20,varon,47,0,griego,1,2029-01-27
2727,"Salvador, Augusto",2015-08-02,mujer,59,0,indio,1,2020-02-20
2728,"Nadal, Lupe",2005-10-09,mujer,38,0,indio,1,2007-12-26
2729,"Maestre, Rosalinda",2021-12-01,varon,46,0,asiatico,0,
2730,"Nevado, Azeneth",2021-02-10,varon,43,0,blanco,0,
2731,"Amor, Olimpia",1995-07-10,mujer,39,0,asiatico,0,
2732,"Urrutia, Erasmo",2010-02-01,varon,45,0,blanco,1,2014-03-15
2733,"Alvarez, Ramona",2013-09-15,mujer,46,0,latino,1,2016-02-20
2734,"Gil, Ceferino",1993-04-27,mujer,35,0,asiatico,0,
2735,"Gelabert, Calixto",2003-06-19,mujer,61,0,blanco,1,2005-11-13
2736,"Sanz, Abel",2008-12-09,varon,59,0,asiatico,0,
2737,"Martinez, Ainara",2012-01-11,varon,55,0,indio,1,2013-07-18
2738,"Cases, Ainara",2003-06-24,varon,36,0,afrodescendiente,1,2008-03-04
2739,"Baños, Fortunato",2021-10-02,otros,33,0,blanco,0,
2740,"Oliveras, Abraham",1982-02-06,otros,51,0,blanco,0,
2741,"Valderrama, Ariadna",2021-06-05,mujer,39,0,asiatico,1,2025-09-04
2742,"Crespo, Rafaela",1982-08-16,otros,69,0,griego,1,1986-08-14
2743,"Puente, Maximiliano",2005-10-15,varon,19,0,afrodescendiente,1,2006-12-21
2744,"Palomino, Visitación",1989-08-28,mujer,35,0,latino,0,
2745,"Guitart, Emiliano",1998-09-28,varon,20,0,griego,0,
2746,"Gutierrez, Jorge",2002-06-08,mujer,36,0,griego,0,
2747,"Moliner, María Luisa",1992-04-08,varon,37,0,latino,1,1993-08-08
2748,"Seguí, Natividad",2013-03-16,mujer,69,0,indio,1,2018-03-04
2749,"Sola, Zaira",1985-04-12,varon,20,0,asiatico,0,
2750,"Sainz, Maximiano",1985-06-10,mujer,36,0,indio,1,1990-06-08
2751,"Ayuso, María Cristina",1991-03-17,mujer,35,0,afrodescendiente,1,1995-12-16
2752,"Arroyo, Florinda",1985-07-03,otros,39,0,indio,1,1986-04-08
2753,"Mercader, Silvia",1990-03-08,mujer,35,0,asiatico,1,1991-10-11
2754,"Diego, Graciana",2021-10-25,mujer,45,0,asiatico,1,2022-10-04
2755,"Alonso, Lázaro",1999-06-25,mujer,36,0,afrodescendiente,0,
2756,"Seco, Vicente",1991-11-10,mujer,60,0,asiatico,1,1996-08-27
2757,"Camps, José Luis",1998-04-02,varon,54,0,asiatico,1,1998-11-04
2758,"Ibañez, Soledad",1996-05-15,mujer,63,0,indio,1,1998-04-05
2759,"Meléndez, Tamara",2018-09-19,mujer,18,0,latino,1,2023-11-05
2760,"Juliá, Tito",2004-12-12,mujer,56,0,asiatico,1,2008-11-20
2761,"Reguera, Ruperta",2017-03-11,mujer,35,0,indio,0,
2762,"Perea, Borja",1984-07-27,mujer,29,0,latino,1,1987-09-06
2763,"Bernal, Carlito",1994-12-09,varon,29,0,indio,1,1997-02-12
2764,"Mármol, Mayte",1985-02-15,varon,48,0,blanco,1,1987-05-01
2765,"Barreda, Remedios",1989-07-08,mujer,58,0,indio,1,1994-07-10
2766,"Tudela, Gertrudis",1993-06-20,varon,27,0,latino,1,1997-08-03
2767,"Rojas, Lola",1985-03-12,mujer,42,0,indio,1,1988-08-12
2768,"Comas, Isidora",1987-08-31,varon,58,0,griego,1,1991-07-01
2769,"Viña, Vicente",1987-08-31,mujer,55,0,blanco,0,
2770,"Saavedra, Juanita",2024-11-19,varon,61,0,afrodescendiente,0,
2771,"Ferrando, Rafa",1987-08-06,varon,43,0,griego,1,1989-08-02
2772,"Carballo, Jimena",1984-08-26,varon,59,0,latino,0,
2773,"Vaquero, Hortensia",2016-06-25,mujer,49,0,indio,1,2019-01-01
2774,"Antúnez, Carmela",2000-12-25,mujer,61,0,blanco,0,
2775,"Quirós, Nilo",2008-05-29,varon,63,0,latino,1,2009-05-16
2776,"Barral, Águeda",2004-09-07,mujer,63,0,griego,0,
2777,"Ferrán, Nacio",2010-05-18,varon,22,0,indio,1,2013-11-18
2778,"Priego, Heriberto",2023-10-23,varon,24,0,griego,1,2024-06-28
2779,"Peña, Trinidad",1998-07-14,varon,24,0,blanco,0,
2780,"Garriga, María",1986-01-08,varon,30,0,latino,0,
2781,"Iglesia, Angelita",2018-07-21,varon,18,0,latino,0,
2782,"Escudero, Tecla",2002-11-23,mujer,32,0,indio,0,
2783,"Calvet, Azahara",1992-07-08,otros,59,0,griego,0,
2784,"Rebollo, Severino",2005-08-12,mujer,44,0,blanco,0,
2785,"Tena, Graciana",1989-01-02,mujer,64,0,griego,1,1993-02-06
2786,"Garmendia, Alba",1988-09-18,varon,34,0,afrodescendiente,0,
2787,"Rodrigo, José Luis",2022-10-11,mujer,38,0,griego,1,2024-02-28
2788,"Vizcaíno, Gala",2017-06-04,mujer,63,0,afrodescendiente,1,2019-02-03
2789,"Fernández, Benjamín",1982-08-01,varon,67,0,indio,1,1985-07-20
2790,"Barros, Lidia",2006-05-08,otros,51,0,afrodescendiente,0,
2791,"Martín, Valero",2013-07-18,varon,54,0,griego,0,
2792,"Cañizares, Danilo",2001-09-08,varon,39,0,afrodescendiente,1,2003-07-29
2793,"Carbajo, Clementina",1989-04-05,mujer,24,0,blanco,1,1992-12-16
2794,"Bolaños, Néstor",2004-10-06,mujer,22,0,afrodescendiente,1,2007-08-09
2795,"Carballo, Eutimio",1999-03-03,mujer,22,0,latino,1,2001-03-04
2796,"Nieto, Amílcar",1992-02-08,varon,65,0,griego,0,
2797,"Alegria, Octavia",2019-06-15,mujer,61,0,griego,1,2022-03-31
2798,"Pino, Alberto",1984-12-10,otros,57,0,asiatico,0,
2799,"Cazorla, Patricio",1988-07-24,mujer,30,0,blanco,0,
2800,"Colomer, Cecilia",2003-03-11,otros,28,0,indio,1,2005-05-11
2801,"Ojeda, Ciriaco",2001-11-22,mujer,68,0,afrodescendiente,0,
2802,"Espejo, Chita",1990-11-12,mujer,28,0,latino,0,
2803,"Almazán, Armando",2014-10-15,varon,69,0,blanco,0,
2804,"Tomas, Chelo",2004-02-10,varon,63,0,latino,0,
2805,"Almeida, Florencia",2019-11-27,varon,52,0,afrodescendiente,1,2020-12-20
2806,"Espejo, Mauricio",1984-06-01,mujer,20,0,latino,1,1985-05-30
2807,"Giner, María Del Carmen",1989-05-22,varon,62,0,afrodescendiente,1,1990-04-30
2808,"Vidal, Eloísa",2023-08-11,varon,18,0,afrodescendiente,1,2027-06-24
2809,"Elías, Dan",2007-04-01,mujer,41,0,blanco,0,
2810,"Farré, Marina",1994-04-13,mujer,34,0,indio,1,1997-09-19
2811,"Moreno, Manuel",2017-03-08,mujer,63,0,indio,1,2019-07-16
2812,"Palmer, Maricruz",1982-12-21,varon,36,0,afrodescendiente,0,
2813,"Sotelo, Telmo",2015-02-24,varon,19,0,afrodescendiente,1,2019-09-20
2814,"Roma, Jose Antonio",2014-12-27,varon,25,0,afrodescendiente,1,2018-12-18
2815,"Roda, Leocadia",2021-07-02,varon,33,0,latino,0,
2816,"López, Pía",1991-06-27,varon,42,0,indio,1,1996-05-28
2817,"Pedrero, Flor",1993-11-23,varon,18,0,latino,1,1998-06-22
2818,"Ortiz, Gala",1984-08-01,mujer,35,0,griego,1,1988-10-26
2819,"Domínguez, Sarita",1991-03-30,mujer,38,0,griego,0,
2820,"Lucena, Jeremías",1985-02-25,mujer,40,0,griego,1,1986-01-11
2821,"Suarez, Loreto",1990-10-08,mujer,46,0,griego,1,1995-12-28
2822,"Medina, Narciso",2005-06-02,varon,28,0,blanco,1,2007-01-18
2823,"Piñeiro, Gertrudis",1989-04-19,varon,47,0,latino,1,1994-02-26
2824,"Fuente, Macario",1995-02-24,varon,53,0,indio,0,
2825,"Arco, Vanesa",1999-06-18,varon,68,0,latino,0,
2826,"Poza, Victor Manuel",2013-06-22,mujer,67,0,afrodescendiente,1,2018-06-11
2827,"Lucas, Micaela",1988-09-13,varon,39,0,indio,1,1992-04-03
2828,"Carlos, Epifanio",2016-12-06,mujer,42,0,blanco,0,
2829,"Nogués, Jacobo",2019-06-17,mujer,21,0,griego,0,
2830,"Roura, Rosaura",1992-09-20,otros,36,0,indio,1,1997-03-01
2831,"Santamaria, Ibán",1987-03-14,mujer,19,0,griego,0,
2832,"Alcolea, Felix",2016-10-23,varon,57,0,indio,1,2019-06-14
2833,"Nebot, Ana",2005-10-05,mujer,42,0,griego,1,2009-03-15
2834,"Vila, León",2021-02-20,mujer,43,0,asiatico,0,
2835,"Chamorro, Ángel",1980-11-24,mujer,52,0,latino,1,1984-05-20
2836,"Barceló, Estefanía",2004-10-01,mujer,27,0,blanco,0,
2837,"Herranz, Corona",2022-01-19,mujer,31,0,indio,1,2026-04-03
2838,"Román, Delfina",1991-07-30,mujer,30,0,latino,1,1996-07-21
2839,"Losa, Eliana",1981-09-28,mujer,68,0,griego,0,
2840,"Rey, Ezequiel",2023-05-30,mujer,23,0,latino,1,2028-05-23
2841,"Vila, Amador",1984-07-01,varon,43,0,griego,0,
2842,"Verdú, Ligia",1988-08-05,varon,21,0,griego,1,1992-03-22
2843,"Paniagua, Teresa",2006-03-14,mujer,27,0,asiatico,0,
2844,"Maldonado, Florencio",1996-12-03,mujer,24,0,griego,1,2001-07-15
2845,"Fortuny, Aristides",2004-06-12,otros,62,0,asiatico,0,
2846,"Barros, Severiano",1985-08-18,otros,27,0,blanco,0,
2847,"Vega, Candela",2013-05-08,mujer,33,1,afrodescendiente,1,2018-07-19
2848,"Calatayud, Vera",2017-06-23,mujer,66,0,blanco,0,
2849,"Verdugo, José Ángel",2000-09-12,varon,68,0,asiatico,1,2005-10-05
2850,"Múgica, Alfredo",2014-08-31,mujer,22,0,blanco,0,
2851,"Cadenas, Elías",1982-11-13,mujer,25,0,afrodescendiente,1,1985-04-24
2852,"Baró, Vidal",2006-12-06,varon,54,0,afrodescendiente,1,2008-10-25
2853,"Álvaro, Gaspar",1982-03-24,varon,33,0,indio,1,1985-08-24
2854,"Vall, Elisabet",2016-03-20,varon,57,0,blanco,1,2019-01-20
2855,"Ferrández, Samuel",1999-12-18,otros,30,0,asiatico,0,
2856,"Sans, Marita",1987-02-13,mujer,27,0,latino,0,
2857,"Juárez, América",2025-01-01,varon,32,0,indio,1,2026-08-01
2858,"Castillo, Lucía",2011-06-02,mujer,43,0,afrodescendiente,0,
2859,"Saura, Ramiro",2022-11-06,varon,44,0,latino,0,
2860,"Mate, Hernán",2004-02-18,mujer,59,0,latino,1,2007-08-25
2861,"Caro, Macario",2006-06-23,varon,32,0,indio,1,2011-03-09
2862,"Salas, Venceslás",1999-12-15,mujer,44,0,griego,1,2004-02-12
2863,"Zabala, Adelina",1999-06-18,varon,59,0,asiatico,0,
2864,"Iriarte, Apolinar",2004-04-15,mujer,65,0,asiatico,0,
2865,"Clemente, Ainoa",2001-09-22,mujer,55,0,afrodescendiente,1,2005-03-24
2866,"Planas, Florentina",2022-09-29,mujer,56,0,indio,1,2023-06-07
2867,"Español, Victoria",2024-07-15,mujer,31,0,asiatico,0,
2868,"Iriarte, Fabiola",2007-12-30,mujer,64,0,indio,0,
2869,"Cardona, Amarilis",2013-04-13,mujer,32,0,blanco,0,
2870,"Moya, Ángel",1992-09-15,mujer,44,0,indio,0,
2871,"Lucas, Lidia",2002-10-28,mujer,66,0,latino,0,
2872,"Tudela, Quirino",1988-10-04,mujer,28,0,afrodescendiente,0,
2873,"Paz, Rico",1989-01-30,otros,51,0,latino,0,
2874,"Guitart, Eusebia",2012-07-19,otros,33,0,asiatico,0,
2875,"Baró, Adelia",2018-11-14,mujer,47,0,blanco,1,2019-10-28
2876,"Baquero, Amaro",1982-11-10,varon,30,0,asiatico,0,
2877,"Almagro, Juan Luis",2021-03-29,varon,59,0,indio,1,2023-08-22
2878,"Moreno, Angélica",2012-08-04,mujer,59,0,griego,0,
2879,"Cáceres, Cleto",1988-03-23,varon,35,0,indio,1,1988-12-03
2880,"Báez, Rómulo",1997-10-18,mujer,56,0,blanco,0,
2881,"Adán, Zoraida",2000-01-23,varon,61,0,indio,1,2004-10-11
2882,"Arjona, Trinidad",1988-03-27,varon,18,0,latino,0,
2883,"Puig, Juana",2002-12-14,varon,49,0,asiatico,0,
2884,"Losada, Martín",2016-06-14,varon,54,0,asiatico,0,
2885,"Pulido, Espiridión",1997-12-10,mujer,33,0,afrodescendiente,0,
2886,"Saldaña, Timoteo",2013-08-02,mujer,19,0,blanco,1,2015-03-28
2887,"Hidalgo, Luciano",2015-09-12,mujer,43,0,asiatico,1,2019-08-08
2888,"Miró, Verónica",1981-04-17,varon,68,0,latino,1,1983-07-26
2889,"Badía, Francisco Jose",1995-04-21,mujer,21,0,asiatico,0,
2890,"Valle, Agustín",2020-02-25,mujer,49,0,afrodescendiente,1,2021-06-30
2891,"Domingo, Teobaldo",2010-01-06,mujer,67,0,latino,1,2013-05-05
2892,"Polo, Reyes",2023-05-28,mujer,64,0,latino,1,2025-11-09
2893,"Villaverde, Manuela",2006-10-04,mujer,65,0,afrodescendiente,1,2011-12-07
2894,"Naranjo, Gerardo",2008-12-30,mujer,48,0,latino,0,
2895,"Mora, Gonzalo",1996-04-27,otros,32,0,griego,1,2000-10-14
2896,"Rosell, Anselmo",1984-06-16,varon,59,0,griego,0,
2897,"Egea, Fabricio",2003-11-05,mujer,59,0,afrodescendiente,1,2006-03-15
2898,"Parra, Azahara",1996-12-06,varon,64,0,griego,1,2000-11-16
2899,"Trujillo, Cristina",1986-06-08,varon,46,0,latino,1,1990-01-11
2900,"Iborra, Martina",1986-01-26,otros,28,0,asiatico,0,
2901,"Gabaldón, Macaria",1992-10-10,varon,33,0,griego,0,
2902,"Sarabia, Noa",2002-10-28,mujer,48,0,latino,1,2008-02-11
2903,"Asensio, Albert",1997-09-12,varon,66,0,griego,0,
2904,"Palau, Morena",2009-07-10,varon,66,0,indio,0,
2905,"Rosell, Andrés",2000-04-19,mujer,60,0,latino,0,
2906,"Gimeno, Azeneth",2019-10-02,mujer,37,0,indio,1,2021-11-01
2907,"Tomás, Maribel",1988-08-10,mujer,61,0,indio,0,
2908,"Alegria, Severiano",1992-06-13,varon,49,0,indio,1,1994-08-08
2909,"Baquero, Almudena",1981-10-14,varon,26,0,indio,1,1987-02-12
2910,"Francisco, Lorenza",1986-06-21,mujer,27,0,afrodescendiente,0,
2911,"Bejarano, Asunción",1983-07-24,varon,47,0,latino,1,1985-03-11
2912,"Trillo, Teófila",2013-01-21,otros,62,0,indio,0,
2913,"Montes, Antonio",2001-12-26,varon,61,0,indio,1,2007-05-03
2914,"Ariño, Amaya",2007-01-29,mujer,49,0,indio,1,2010-01-24
2915,"Garcia, Julián",1986-05-30,mujer,61,0,griego,1,1989-12-10
2916,"Bejarano, Caridad",2024-12-03,varon,35,0,afrodescendiente,1,2028-06-22
2917,"Portero, Maite",1980-12-30,mujer,20,0,latino,0,
2918,"Olivares, Leopoldo",2000-01-21,varon,61,0,blanco,0,
2919,"Tejada, Nicanor",1998-12-07,varon,18,0,blanco,1,2002-11-25
2920,"Alfaro, Germán",1983-08-26,varon,61,0,latino,1,1986-03-01
2921,"Alcalde, Eduardo",2021-06-06,varon,53,0,blanco,1,2022-01-27
2922,"Hernando, Jafet",2016-03-08,mujer,21,0,blanco,1,2020-05-08
2923,"Maza, Olga",2009-11-09,varon,20,0,blanco,0,
2924,"Montaña, Néstor",2018-10-18,mujer,40,0,asiatico,0,
2925,"Gargallo, Alma",2015-11-03,mujer,59,0,asiatico,1,2017-03-10
2926,"Castilla, Melisa",2003-09-27,otros,45,0,indio,1,2007-01-07
2927,"Goñi, Paca",1993-08-23,otros,47,0,griego,1,1996-11-24
2928,"Cobo, Regina",2014-06-27,otros,28,0,asiatico,1,2015-07-02
2929,"Pombo, Hilario",2000-07-12,mujer,52,0,indio,0,
2930,"Portillo, Leandra",2013-06-28,varon,20,0,blanco,1,2017-10-18
2931,"Cobos, Ofelia",2006-08-12,mujer,20,0,griego,1,2011-05-07
2932,"Samper, Jesús",2015-04-19,otros,65,0,blanco,1,2016-01-13
2933,"Valenciano, Severiano",2011-03-24,varon,43,0,afrodescendiente,0,
2934,"Valenciano, Jeremías",2003-06-15,varon,69,0,indio,1,2004-12-21
2935,"Salmerón, Marc",1987-02-01,mujer,42,0,afrodescendiente,0,
2936,"Mancebo, Alba",1997-06-17,mujer,39,0,indio,0,
2937,"Quero, Jacinta",2009-03-13,varon,35,0,indio,0,
2938,"Mateu, Encarnita",2004-10-13,mujer,66,0,griego,1,2005-10-25
2939,"Jimenez, Adora",1983-04-22,mujer,56,0,asiatico,0,
2940,"Castellanos, Saturnina",2014-09-26,otros,62,0,latino,1,2017-05-09
2941,"Palma, Otilia",2006-12-07,mujer,61,0,asiatico,0,
2942,"Vallés, Narciso",2001-04-17,mujer,35,0,asiatico,0,
2943,"Bautista, Anastasia",1997-03-02,varon,21,0,blanco,0,
2944,"Valenciano, Edu",2006-09-26,varon,29,0,asiatico,1,2008-10-18
2945,"Pedrero, Emiliana",2001-01-07,otros,67,0,asiatico,1,2004-05-29
2946,"Garzón, Jose",2022-08-07,varon,62,0,indio,1,2026-06-23
2947,"Almansa, Úrsula",1981-09-18,varon,19,0,afrodescendiente,0,
2948,"Segura, Consuela",1991-10-15,mujer,66,0,griego,1,1992-05-10
2949,"Vazquez, Felicia",2022-08-13,mujer,59,0,afrodescendiente,1,2023-03-27
2950,"Ferreras, Raúl",2012-04-10,varon,33,0,asiatico,1,2015-05-05
2951,"Palomino, José Mari",2019-11-27,otros,40,0,blanco,1,2022-07-22
2952,"Hernández, Pedro",1983-02-13,otros,39,0,griego,1,1987-03-13
2953,"Tur, Felicia",1988-01-05,varon,48,0,blanco,1,1991-02-11
2954,"Tirado, Plácido",2013-07-23,mujer,21,0,asiatico,1,2017-05-14
2955,"Lobato, Yésica",2013-04-29,mujer,33,0,latino,1,2015-01-08
2956,"Ramis, Martirio",2023-11-08,varon,54,0,asiatico,1,2029-04-02
2957,"Colomer, Bernarda",1996-04-11,varon,55,0,asiatico,1,1997-11-04
2958,"Corbacho, Berto",2024-05-08,varon,55,0,afrodescendiente,1,2027-09-14
2959,"Cobo, Nidia",2002-12-15,mujer,36,0,indio,1,2005-12-29
2960,"Porta, Guillermo",2015-03-05,otros,50,0,afrodescendiente,0,
2961,"Llanos, Isidro",1981-01-18,varon,60,0,blanco,0,
2962,"Márquez, Jesús",1996-04-22,varon,56,0,blanco,1,1999-03-01
2963,"Serra, Salud",2022-04-23,varon,46,0,blanco,1,2027-02-20
2964,"Bermejo, Melisa",1987-03-28,varon,24,0,griego,0,
2965,"Cepeda, Clímaco",1993-02-12,mujer,20,0,indio,1,1996-04-02
2966,"Martin, Luz",1998-03-25,varon,40,0,asiatico,0,
2967,"Alfonso, Alcides",2025-02-20,mujer,41,0,blanco,0,
2968,"Navarro, Jennifer",2023-06-17,varon,56,0,asiatico,0,
2969,"Ballester, Lilia",1994-11-16,varon,21,0,latino,1,1999-02-22
2970,"Garmendia, Severino",1982-08-01,mujer,35,0,latino,0,
2971,"Blázquez, Olimpia",1999-03-17,varon,53,0,latino,0,
2972,"Haro, Adelia",2010-01-11,mujer,40,0,latino,0,
2973,"Barragán, Julio",2014-03-08,varon,52,0,afrodescendiente,0,
2974,"Ricart, Ruth",1994-06-01,mujer,62,0,asiatico,0,
2975,"Lerma, Ezequiel",2002-07-22,mujer,52,0,latino,0,
2976,"Garmendia, Olivia",2017-10-28,varon,64,0,griego,0,
2977,"Salgado, Graciana",1995-01-01,otros,22,0,indio,1,1996-06-07
2978,"Acedo, Lino",2018-11-17,varon,62,0,afrodescendiente,0,
2979,"Alcalde, Anselma",2023-05-28,mujer,59,0,indio,1,2027-07-15
2980,"Vergara, Agustín",1983-07-07,varon,28,0,latino,1,1985-01-25
2981,"Font, César",2008-06-02,mujer,27,0,blanco,0,
2982,"Cuevas, Sigfrido",1995-06-22,mujer,47,0,asiatico,0,
2983,"Pino, Eutropio",1983-11-27,varon,40,0,afrodescendiente,1,1988-12-11
2984,"Pinedo, Marisela",2004-03-12,varon,62,0,blanco,0,
2985,"Alvarado, Valentín",2014-11-12,otros,49,0,asiatico,1,2016-08-02
2986,"Santiago, Ricardo",2016-10-30,varon,21,0,asiatico,1,2022-03-22
2987,"Girón, Montserrat",2000-03-01,varon,63,0,blanco,1,2001-02-06
2988,"Herrero, Inmaculada",1984-12-20,varon,40,0,indio,0,
2989,"Bautista, Leandro",2022-01-27,mujer,67,0,asiatico,1,2025-01-05
2990,"Talavera, Zaida",1991-09-22,mujer,47,0,afrodescendiente,0,
2991,"Reguera, Flora",1982-12-23,mujer,45,0,indio,0,
2992,"Lastra, Catalina",1991-12-23,varon,64,0,asiatico,1,1995-09-20
2993,"Guitart, Victor Manuel",2007-11-29,mujer,58,0,latino,1,2013-03-15
2994,"Becerra, Ángela",2004-11-06,varon,21,0,afrodescendiente,1,2006-10-13
2995,"Clemente, Albert",2022-08-24,mujer,26,0,afrodescendiente,1,2027-06-28
2996,"Menéndez, Juan Francisco",1998-09-20,varon,34,0,asiatico,1,2001-09-24
2997,"Flor, María Fernanda",2013-05-23,mujer,51,1,griego,1,2017-10-27
2998,"Vicente, Nazaret",2016-01-14,varon,46,1,indio,1,2017-03-25
2999,"Palau, Amor",2020-12-24,varon,51,0,indio,1,2026-03-31
3000,"Castrillo, Jose Luis",2023-09-04,varon,49,0,afrodescendiente,0,
3001,"Bautista, Alejo",2009-03-25,varon,66,1,afrodescendiente,1,2011-06-25
3002,"Checa, Sonia",1997-04-30,mujer,60,0,asiatico,0,
3003,"Pareja, Felix",1999-06-23,varon,66,0,blanco,0,
3004,"Ariño, Eusebia",2002-04-07,mujer,62,0,indio,1,2007-01-02
3005,"Cámara, Morena",2012-06-23,mujer,45,0,asiatico,1,2016-06-12
3006,"Lumbreras, Leonardo",2003-12-03,mujer,60,0,blanco,0,
3007,"Carreras, María José",1985-10-02,mujer,32,0,indio,1,1987-11-28
3008,"Gómez, Juan",2017-06-30,mujer,34,0,afrodescendiente,1,2019-05-17
3009,"Santos, Alejo",2023-01-06,mujer,18,0,afrodescendiente,1,2024-04-04
3010,"Lucena, Serafina",2015-11-09,mujer,65,0,indio,1,2017-03-27
3011,"Segura, Eufemia",2019-06-25,varon,27,0,afrodescendiente,0,
3012,"Iborra, Pepe",1993-03-14,mujer,49,0,afrodescendiente,1,1997-03-19
3013,"Araujo, Inocencio",1980-11-28,varon,48,0,blanco,0,
3014,"Abril, Jonatan",2012-11-07,mujer,37,0,indio,1,2014-12-09
3015,"Castejón, Sebastian",1999-11-22,mujer,22,0,asiatico,1,2003-03-16
3016,"Lopez, Otilia",1992-09-28,mujer,29,0,afrodescendiente,0,
3017,"Sánchez, Wálter",2017-03-22,mujer,18,0,indio,1,2019-10-14
3018,"Guzmán, Dionisio",2024-10-31,varon,43,0,blanco,0,
3019,"Chacón, Lupe",2010-05-17,mujer,38,0,blanco,0,
3020,"Alberto, Jeremías",2005-08-13,mujer,65,0,asiatico,0,
3021,"Riquelme, Fabiola",2011-05-12,varon,63,0,afrodescendiente,0,
3022,"Teruel, Severo",2022-11-27,otros,42,0,afrodescendiente,1,2024-06-28
3023,"Bermúdez, Carolina",2001-11-23,varon,32,0,latino,1,2007-03-05
3024,"Benavent, Prudencio",1985-01-22,mujer,54,0,blanco,0,
3025,"Araujo, Laura",1986-12-14,varon,23,0,blanco,0,
3026,"Valenzuela, María Carmen",2021-01-27,varon,63,0,griego,0,
3027,"Verdugo, César",1997-04-23,mujer,54,0,latino,1,1998-01-13
3028,"Llorens, Carlito",2016-10-03,varon,67,0,afrodescendiente,1,2017-04-30
3029,"Díaz, Ágata",2023-07-21,otros,64,0,afrodescendiente,1,2025-05-31
3030,"Bermúdez, Salomón",2000-10-16,mujer,33,0,blanco,1,2002-12-14
3031,"Moreno, Mauricio",2002-12-11,varon,45,0,afrodescendiente,0,
3032,"Bonet, Olegario",2010-09-15,mujer,29,0,afrodescendiente,1,2015-01-06
3033,"Ordóñez, Joel",1983-04-07,mujer,48,0,afrodescendiente,1,1987-04-14
3034,"Cerdán, Hector",2007-01-09,otros,34,0,blanco,1,2007-09-14
3035,"Tur, Pastor",1999-07-15,varon,60,0,latino,1,2004-01-27
3036,"Jáuregui, Epifanio",1997-05-17,varon,28,0,griego,1,2001-09-15
3037,"Cases, Elpidio",1981-12-30,mujer,53,0,asiatico,1,1986-12-06
3038,"Fernandez, María Carmen",2018-04-11,mujer,56,0,asiatico,0,
3039,"Prats, Paulina",1991-10-31,varon,46,0,indio,1,1996-09-19
3040,"Roig, Amalia",2016-10-10,mujer,44,0,latino,1,2021-09-02
3041,"Girón, Tatiana",2005-09-16,varon,60,0,latino,1,2009-10-11
3042,"Rojas, Reina",2015-06-16,varon,50,0,blanco,1,2020-10-14
3043,"Soria, Isaura",1987-08-17,otros,36,0,indio,1,1992-08-09
3044,"Gargallo, Camilo",2023-04-14,mujer,32,0,griego,1,2025-01-30
3045,"Riba, Marcial",1982-07-13,varon,25,0,blanco,1,1986-04-09
3046,"Vara, Jacinto",1999-06-23,mujer,61,0,latino,1,2002-05-02
3047,"Cuéllar, Florina",1991-05-16,varon,30,0,indio,1,1994-12-09
3048,"Urrutia, Corona",2022-11-26,otros,53,0,indio,0,
3049,"Navarro, Anita",2007-09-17,varon,21,0,griego,1,2012-07-10
3050,"Agustín, Vicenta",2019-11-21,varon,28,0,latino,1,2020-06-30
3051,"Juliá, Pastor",2018-01-17,mujer,30,0,blanco,0,
3052,"Valcárcel, Adriana",1992-09-01,mujer,27,0,blanco,1,1997-01-31
3053,"Villalobos, Angelita",2019-09-28,mujer,27,0,asiatico,0,
3054,"Baquero, Gisela",2007-12-03,otros,35,0,asiatico,1,2012-08-26
3055,"Carro, Samanta",2000-03-10,varon,64,0,griego,0,
3056,"Prado, Julio",1986-03-08,otros,67,0,indio,1,1987-09-03
3057,"Ortega, Pablo",2010-06-19,varon,26,0,blanco,0,
3058,"Ballester, Sandalio",1990-12-16,varon,38,0,afrodescendiente,1,1995-07-12
3059,"Trillo, Candelas",1988-06-25,mujer,64,0,asiatico,1,1990-02-28
3060,"Berrocal, Olivia",2002-11-18,varon,20,0,asiatico,1,2006-10-15
3061,"Jove, Candelaria",1989-12-17,mujer,69,0,asiatico,0,
3062,"Casas, Priscila",2009-09-24,varon,41,1,indio,1,2014-03-02
3063,"Ros, Esperanza",2012-05-29,varon,52,0,latino,0,
3064,"Niño, José Antonio",2017-03-07,otros,58,0,asiatico,1,2021-10-12
3065,"Espinosa, Cristóbal",2004-07-04,mujer,55,0,latino,1,2005-07-12
3066,"Olmo, Ariel",1996-07-15,varon,30,0,blanco,1,2000-11-12
3067,"Llabrés, Isidro",2006-06-22,otros,43,0,indio,1,2009-08-04
3068,"Gámez, Esther",2016-04-15,mujer,66,0,asiatico,1,2021-02-17
3069,"Alberto, Natalia",1998-12-25,varon,34,0,afrodescendiente,0,
3070,"Seco, Ignacia",1998-03-10,mujer,51,0,asiatico,0,
3071,"Quevedo, Bautista",1991-06-03,varon,33,0,blanco,1,1992-04-03
3072,"Zapata, Matías",2015-10-03,otros,67,0,asiatico,0,
3073,"Collado, Jonatan",1991-06-08,mujer,35,0,blanco,0,
3074,"Perea, Edu",1986-11-16,varon,52,0,griego,0,
3075,"Jara, Rosa María",2001-08-21,mujer,57,0,griego,0,
3076,"Ochoa, Sandra",2004-01-01,mujer,22,0,blanco,0,
3077,"Bas, Alexandra",2001-08-27,mujer,62,0,griego,1,2005-04-09
3078,"Bosch, Esteban",2008-12-13,varon,20,0,latino,1,2012-05-16
