id_empleado,nombre_completo,fecha_inicio,genero,edad,discapacidad,etnia,attrition,fecha_renuncia,id_puesto,salario,mes,rol,departamento,seniority,tono_piel
1988,"Pacheco, Viviana",1997-12-12,otros,33,0,griego,1,2002-05-03,56,15000.0,2025-03-01,Soporte,IT,LEAD,4
1989,"Gabaldón, Ruperta",1982-12-27,varon,36,0,latino,1,1984-05-15,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,1
1990,"Andrade, Odalys",1998-08-22,mujer,57,0,griego,1,2000-02-25,72,14250.0,2025-03-01,HRBP,RRHH,LEAD,3
1991,"Yáñez, Camilo",1988-07-18,mujer,59,0,indio,1,1989-08-04,40,14250.0,2025-03-01,SEO,Marketing,LEAD,5
1992,"Figueroa, Vicente",1984-11-27,mujer,54,0,indio,1,1987-06-06,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,7
1993,"Sebastián, Gregorio",2024-03-26,mujer,38,0,indio,1,2028-03-02,38,2850.0,2025-03-01,SEO,Marketing,MID,6
1994,"Borrego, Patricio",2008-07-21,varon,39,0,latino,1,2013-02-20,44,15000.0,2025-03-01,Dev,IT,LEAD,8
1995,"Maestre, Juan Francisco",2022-03-26,varon,42,0,asiatico,0,,31,8000.0,2025-03-01,Manager MKT,Marketing,SR,4
1996,"Castells, Abilio",2001-09-12,mujer,44,0,latino,0,,84,17100.0,2025-03-01,Analista,Finanzas,LEAD,5
1997,"Cáceres, Graciela",2006-12-21,varon,34,0,asiatico,1,2007-09-30,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,4
1998,"Pedraza, Narciso",2023-02-04,varon,69,0,indio,1,2027-11-27,8,15000.0,2025-03-01,Representante,Ventas,LEAD,8
1999,"Sastre, Emigdio",2021-03-22,otros,45,0,griego,1,2022-11-30,18,3000.0,2025-03-01,BizDev,Ventas,MID,3
2000,"Reyes, Trini",1996-11-26,otros,40,0,indio,1,1999-04-05,12,15000.0,2025-03-01,Gerente,Ventas,LEAD,8
2001,"Ribes, Olga",1994-12-31,mujer,28,0,afrodescendiente,0,,56,14250.0,2025-03-01,Soporte,IT,LEAD,8
2002,"Juárez, Moisés",1994-03-11,mujer,41,0,asiatico,0,,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,2
2003,"Pallarès, Emelina",2000-08-06,varon,30,0,griego,1,2001-04-18,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,2
2004,"Cerdán, Erasmo",1984-08-01,mujer,67,0,latino,1,1989-07-03,80,14250.0,2025-03-01,HR Manager,RRHH,LEAD,3
2005,"Pi, Jose Ramón",2020-01-01,varon,25,0,latino,0,,98,3600.0,2025-03-01,Finanzas Manager,Finanzas,MID,9
2006,"Osorio, Pánfilo",2004-10-19,mujer,35,0,asiatico,1,2005-05-17,50,2850.0,2025-03-01,Sysadmin,IT,MID,4
2007,"Puig, Javi",2015-06-09,mujer,37,0,indio,1,2020-01-12,66,2850.0,2025-03-01,Recruiter,RRHH,MID,6
2008,"Ferrer, Teodora",2005-12-25,mujer,50,0,indio,1,2009-02-09,75,7600.0,2025-03-01,Training,RRHH,SR,5
2009,"Santamaria, Isaías",1986-12-21,varon,43,0,griego,0,,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,3
2010,"Vega, Espiridión",2004-08-09,mujer,65,0,indio,1,2009-04-24,64,14250.0,2025-03-01,HR Analyst,RRHH,LEAD,8
2011,"Falcón, Constanza",2020-02-18,varon,46,0,blanco,1,2024-04-14,8,15000.0,2025-03-01,Representante,Ventas,LEAD,2
2012,"Peláez, Máxima",2019-06-27,varon,18,0,afrodescendiente,1,2020-04-24,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,2
2013,"Lozano, Pedro",2015-11-13,varon,60,0,indio,1,2018-05-13,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,8
2014,"Palacio, Quirino",2024-03-09,varon,20,0,blanco,1,2028-02-13,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,2
2015,"Landa, Maricela",2003-02-20,otros,20,0,latino,1,2006-02-20,56,15000.0,2025-03-01,Soporte,IT,LEAD,7
2016,"Chacón, Angélica",1999-11-06,mujer,31,0,indio,0,,8,14250.0,2025-03-01,Representante,Ventas,LEAD,6
2017,"Castejón, Patricio",2003-09-08,otros,54,0,asiatico,0,,47,8000.0,2025-03-01,Data,IT,SR,3
2018,"Vara, Purificación",2010-06-11,varon,48,0,afrodescendiente,0,,26,3000.0,2025-03-01,Analista MKT,Marketing,MID,3
2019,"Quiroga, Yolanda",1998-08-24,mujer,30,0,afrodescendiente,0,,92,17100.0,2025-03-01,Controller,Finanzas,LEAD,10
2020,"Pavón, Norberto",2022-01-14,varon,68,0,afrodescendiente,1,2026-06-13,17,1000.0,2025-03-01,BizDev,Ventas,JR,6
2021,"Sala, Araceli",1995-02-20,varon,63,0,afrodescendiente,0,,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,3
2022,"Cabo, Flavia",2023-08-07,otros,68,0,latino,0,,8,15000.0,2025-03-01,Representante,Ventas,LEAD,2
2023,"Nogués, Otilia",2007-06-25,mujer,19,0,blanco,0,,63,7600.0,2025-03-01,HR Analyst,RRHH,SR,1
2024,"Verdú, Marc",2016-03-16,otros,42,0,griego,1,2018-07-06,1,1000.0,2025-03-01,Ejecutivo,Ventas,JR,4
2025,"Plana, Adelaida",2008-11-17,varon,23,0,asiatico,1,2011-07-09,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
2026,"Barranco, Matilde",1985-03-05,mujer,45,0,indio,1,1987-05-24,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,7
2027,"Villalba, Augusto",2024-05-13,varon,45,0,afrodescendiente,0,,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,10
2028,"Rincón, Rita",1981-08-22,varon,66,0,griego,1,1984-11-29,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,3
2029,"Urrutia, Salvador",2000-10-04,mujer,51,0,afrodescendiente,1,2005-08-13,20,14250.0,2025-03-01,BizDev,Ventas,LEAD,7
2030,"Montero, Custodia",2006-04-15,varon,29,0,indio,1,2008-12-24,28,15000.0,2025-03-01,Analista MKT,Marketing,LEAD,6
2031,"Perez, Clarisa",1998-01-24,mujer,19,0,asiatico,1,2000-02-24,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,2
2032,"Macías, Rosario",2004-08-02,varon,46,0,latino,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,7
2033,"Exposito, Juanito",1986-05-29,mujer,60,0,indio,1,1990-07-02,39,7600.0,2025-03-01,SEO,Marketing,SR,5
2034,"Vidal, Conrado",1981-05-10,mujer,18,0,afrodescendiente,1,1986-10-07,8,14250.0,2025-03-01,Representante,Ventas,LEAD,5
2035,"Palomo, Malena",2006-02-06,mujer,52,0,latino,0,,16,14250.0,2025-03-01,Analista,Ventas,LEAD,6
2036,"Amigó, Flavia",1998-03-28,mujer,42,0,blanco,1,2003-05-26,40,14250.0,2025-03-01,SEO,Marketing,LEAD,1
2037,"Avilés, Baudelio",1992-09-04,mujer,47,0,griego,1,1997-04-16,40,14250.0,2025-03-01,SEO,Marketing,LEAD,2
2038,"Lara, Lorena",2011-12-22,otros,29,0,blanco,0,,8,15000.0,2025-03-01,Representante,Ventas,LEAD,2
2039,"Mayoral, Jordana",2006-05-15,mujer,53,0,indio,0,,80,14250.0,2025-03-01,HR Manager,RRHH,LEAD,6
2040,"Naranjo, Martina",2015-09-30,mujer,30,0,blanco,1,2019-07-12,36,14250.0,2025-03-01,Content,Marketing,LEAD,1
2041,"Palomar, Amelia",1991-11-12,varon,65,0,afrodescendiente,0,,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,8
2042,"Pagès, Reyes",2024-12-29,otros,61,0,asiatico,1,2029-04-17,56,15000.0,2025-03-01,Soporte,IT,LEAD,7
2043,"Sales, Rufina",1983-12-01,varon,56,0,asiatico,1,1985-11-27,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,9
2044,"Calleja, Isabel",1982-01-26,varon,37,0,latino,0,,76,15000.0,2025-03-01,Training,RRHH,LEAD,4
2045,"Raya, Ángela",2004-09-19,mujer,32,0,afrodescendiente,1,2007-12-27,22,2850.0,2025-03-01,Marketing,Marketing,MID,2
2046,"Bernad, Heraclio",1988-07-29,mujer,68,0,griego,1,1991-11-24,71,7600.0,2025-03-01,HRBP,RRHH,SR,4
2047,"Camps, Visitación",1992-07-14,mujer,63,0,asiatico,0,,3,7600.0,2025-03-01,Ejecutivo,Ventas,SR,6
2048,"Cámara, Lucila",2014-10-26,mujer,44,0,indio,1,2019-07-14,48,14250.0,2025-03-01,Data,IT,LEAD,5
2049,"Ferrández, Fabián",1995-09-10,varon,57,0,blanco,1,1996-10-23,16,15000.0,2025-03-01,Analista,Ventas,LEAD,3
2050,"Vega, Rufina",2002-12-11,mujer,39,0,latino,0,,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,9
2051,"Hoyos, Anastasio",2018-12-27,varon,60,0,griego,0,,28,15000.0,2025-03-01,Analista MKT,Marketing,LEAD,2
2052,"Mora, Milagros",2003-07-06,varon,62,0,latino,0,,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,2
2053,"Parra, Demetrio",2013-05-31,varon,26,0,blanco,1,2016-09-10,55,8000.0,2025-03-01,Soporte,IT,SR,3
2054,"Rueda, Teodora",1998-07-14,varon,61,0,afrodescendiente,1,2000-01-03,68,15000.0,2025-03-01,Recruiter,RRHH,LEAD,5
2055,"Bertrán, Amador",1992-02-07,varon,67,0,latino,1,1994-12-13,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,5
2056,"Peñalver, Javier",1989-03-30,varon,22,0,latino,1,1993-04-22,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
2057,"Marí, Evita",1984-04-28,mujer,40,0,blanco,0,,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,1
2058,"Tamarit, Eutropio",1981-03-13,mujer,43,0,asiatico,0,,27,7600.0,2025-03-01,Analista MKT,Marketing,SR,7
2059,"Peñas, Ofelia",1995-12-13,varon,68,0,latino,1,2000-07-04,76,15000.0,2025-03-01,Training,RRHH,LEAD,11
2060,"Tormo, Pía",2024-10-23,otros,55,0,asiatico,1,2029-03-29,54,3000.0,2025-03-01,Soporte,IT,MID,10
2061,"Atienza, Humberto",2004-04-01,mujer,19,0,asiatico,1,2008-09-28,4,14250.0,2025-03-01,Ejecutivo,Ventas,LEAD,3
2062,"Bonilla, Lidia",2017-02-06,varon,42,0,asiatico,0,,74,3000.0,2025-03-01,Training,RRHH,MID,6
2063,"Avilés, Jimena",1985-10-08,mujer,56,0,afrodescendiente,1,1990-11-04,27,7600.0,2025-03-01,Analista MKT,Marketing,SR,10
2064,"Coloma, Ariel",1999-05-06,otros,50,0,asiatico,0,,60,15000.0,2025-03-01,Arquitecto,IT,LEAD,10
2065,"Aller, Sancho",2009-07-03,varon,60,0,afrodescendiente,1,2012-05-10,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,9
2066,"Crespi, Tamara",2023-11-02,varon,52,0,indio,1,2026-02-11,97,1200.0,2025-03-01,Finanzas Manager,Finanzas,JR,5
2067,"Julián, Viviana",1988-07-18,varon,21,0,griego,1,1991-11-01,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,2
2068,"Bernal, René",1996-12-04,mujer,44,0,blanco,0,,36,14250.0,2025-03-01,Content,Marketing,LEAD,3
2069,"Rocamora, Lucía",1986-06-17,mujer,24,0,afrodescendiente,0,,31,7600.0,2025-03-01,Manager MKT,Marketing,SR,1
2070,"Corral, Baldomero",1991-09-26,mujer,31,0,blanco,1,1996-05-18,78,2850.0,2025-03-01,HR Manager,RRHH,MID,1
2071,"Mendez, Antonia",2023-01-13,varon,35,0,asiatico,1,2023-10-02,30,3000.0,2025-03-01,Manager MKT,Marketing,MID,6
2072,"Lago, Macaria",2001-04-18,varon,38,0,blanco,0,,28,15000.0,2025-03-01,Analista MKT,Marketing,LEAD,1
2073,"Barroso, Juanita",2010-03-20,varon,33,0,indio,1,2011-07-22,64,15000.0,2025-03-01,HR Analyst,RRHH,LEAD,7
2074,"Moliner, Luciano",1997-11-15,otros,20,0,afrodescendiente,1,2001-08-06,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,5
2075,"Garcia, Gustavo",2021-09-19,mujer,57,0,indio,1,2022-11-30,76,14250.0,2025-03-01,Training,RRHH,LEAD,7
2076,"Asensio, Yésica",1984-10-23,mujer,18,0,asiatico,0,,8,14250.0,2025-03-01,Representante,Ventas,LEAD,5
2077,"Escolano, Florencia",2001-02-13,varon,18,0,asiatico,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,5
2078,"Carnero, Domingo",2024-04-02,varon,26,0,asiatico,1,2026-07-14,85,1200.0,2025-03-01,Contador,Finanzas,JR,1
2079,"Sáez, Álvaro",1984-06-17,mujer,66,0,blanco,0,,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,1
2080,"Alcalde, Eva",2000-06-30,mujer,64,0,griego,1,2005-10-08,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,4
2081,"Redondo, Agustín",2005-09-29,mujer,24,0,latino,0,,80,14250.0,2025-03-01,HR Manager,RRHH,LEAD,6
2082,"Avilés, Dominga",1981-12-22,varon,62,0,griego,0,,48,15000.0,2025-03-01,Data,IT,LEAD,4
2083,"Pellicer, Rogelio",1998-11-20,varon,26,0,blanco,0,,45,1000.0,2025-03-01,Data,IT,JR,1
2084,"Company, Rufino",2003-03-19,varon,23,0,blanco,1,2006-11-25,48,15000.0,2025-03-01,Data,IT,LEAD,2
2085,"Alcaraz, Leandro",1992-04-14,varon,63,0,indio,0,,56,15000.0,2025-03-01,Soporte,IT,LEAD,6
2086,"Sevillano, Américo",2012-10-23,varon,60,0,afrodescendiente,1,2016-07-15,16,15000.0,2025-03-01,Analista,Ventas,LEAD,2
2087,"Ríos, Rafa",2010-05-20,varon,19,0,blanco,1,2013-12-03,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,1
2088,"Larrea, Adán",1996-11-27,varon,39,0,asiatico,1,1999-04-25,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,5
2089,"Ramis, Conrado",1987-04-25,varon,43,0,blanco,1,1989-11-29,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,2
2090,"Quiroga, Vasco",1992-04-16,otros,53,0,indio,1,1996-05-25,16,15000.0,2025-03-01,Analista,Ventas,LEAD,5
2091,"Salmerón, Olegario",1983-04-28,varon,45,0,griego,0,,36,15000.0,2025-03-01,Content,Marketing,LEAD,2
2092,"Palacio, María José",1995-03-30,varon,43,0,indio,1,2000-01-27,80,15000.0,2025-03-01,HR Manager,RRHH,LEAD,7
2093,"Boada, Cirino",2018-02-07,varon,49,0,griego,0,,76,15000.0,2025-03-01,Training,RRHH,LEAD,4
2094,"Ribera, Gaspar",1989-08-25,mujer,46,0,indio,1,1993-12-04,20,14250.0,2025-03-01,BizDev,Ventas,LEAD,6
2095,"Atienza, Carmen",1999-06-19,mujer,23,0,griego,1,2001-06-09,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,2
2096,"Huerta, Noé",1995-02-12,mujer,57,0,blanco,1,1997-04-28,56,14250.0,2025-03-01,Soporte,IT,LEAD,1
2097,"Grau, Ignacia",1996-11-23,otros,57,0,asiatico,0,,43,8000.0,2025-03-01,Dev,IT,SR,11
2098,"Lasa, Rita",2005-11-19,otros,31,0,indio,0,,15,8000.0,2025-03-01,Analista,Ventas,SR,5
2099,"Dominguez, Rico",2020-12-09,varon,21,0,asiatico,0,,78,3000.0,2025-03-01,HR Manager,RRHH,MID,1
2100,"Pinedo, Aitana",2009-05-11,varon,22,0,asiatico,1,2014-08-22,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,1
2101,"Manuel, Ema",2024-09-27,mujer,47,0,latino,0,,50,2850.0,2025-03-01,Sysadmin,IT,MID,3
2102,"Mayoral, Porfirio",1986-11-30,varon,28,0,griego,0,,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,3
2103,"Vigil, Candelaria",2016-02-08,varon,58,0,blanco,0,,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,2
2104,"Figueroa, María Cristina",1995-03-27,varon,44,0,afrodescendiente,1,1997-05-12,44,15000.0,2025-03-01,Dev,IT,LEAD,4
2105,"Valera, Florinda",2016-09-23,mujer,69,0,indio,1,2021-10-23,85,1140.0,2025-03-01,Contador,Finanzas,JR,5
2106,"Bartolomé, Seve",1989-01-17,varon,51,0,indio,1,1992-09-11,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,6
2107,"Pazos, Natividad",2021-01-13,mujer,58,0,afrodescendiente,1,2022-09-02,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,8
2108,"Salvador, Eloy",1988-03-25,varon,69,0,blanco,0,,56,15000.0,2025-03-01,Soporte,IT,LEAD,3
2109,"Prado, Jose Ramón",2020-04-28,mujer,33,0,griego,1,2021-01-01,92,17100.0,2025-03-01,Controller,Finanzas,LEAD,4
2110,"Viana, Lourdes",2017-10-10,varon,62,0,asiatico,0,,50,3000.0,2025-03-01,Sysadmin,IT,MID,2
2111,"Heras, Che",2006-12-16,mujer,68,0,griego,0,,69,950.0,2025-03-01,HRBP,RRHH,JR,2
2112,"Quintanilla, Blanca",2017-03-26,mujer,55,0,indio,0,,50,2850.0,2025-03-01,Sysadmin,IT,MID,6
2113,"Montero, Heliodoro",2022-03-25,mujer,51,0,asiatico,0,,87,9120.0,2025-03-01,Contador,Finanzas,SR,9
2114,"Salinas, África",2022-02-27,varon,34,0,blanco,0,,90,3600.0,2025-03-01,Controller,Finanzas,MID,3
2115,"Tamayo, Saturnino",2005-08-10,varon,31,0,asiatico,0,,76,15000.0,2025-03-01,Training,RRHH,LEAD,8
2116,"Manzano, Águeda",2021-12-18,otros,35,0,indio,1,2024-09-15,15,8000.0,2025-03-01,Analista,Ventas,SR,7
2117,"Gutiérrez, Vicente",1982-12-29,mujer,41,0,griego,0,,67,7600.0,2025-03-01,Recruiter,RRHH,SR,4
2118,"Barrios, Andrés Felipe",2013-12-19,mujer,25,0,asiatico,1,2018-07-30,49,950.0,2025-03-01,Sysadmin,IT,JR,2
2119,"Ochoa, Jesusa",1991-04-15,varon,39,0,indio,1,1993-06-24,82,3600.0,2025-03-01,Analista,Finanzas,MID,7
2120,"Coello, Valero",1985-03-10,varon,46,0,indio,1,1989-12-22,48,15000.0,2025-03-01,Data,IT,LEAD,8
2121,"Landa, Nazario",1994-12-22,mujer,52,0,griego,1,1997-05-10,12,14250.0,2025-03-01,Gerente,Ventas,LEAD,3
2122,"Alemán, Josué",1984-06-19,mujer,64,0,blanco,1,1988-08-06,12,14250.0,2025-03-01,Gerente,Ventas,LEAD,3
2123,"Aparicio, Octavia",1989-06-01,mujer,53,0,asiatico,0,,84,17100.0,2025-03-01,Analista,Finanzas,LEAD,4
2124,"Valcárcel, Leonel",2015-05-19,otros,44,0,latino,0,,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,2
2125,"Esteban, Maxi",2014-05-19,mujer,63,0,afrodescendiente,1,2016-03-27,79,7600.0,2025-03-01,HR Manager,RRHH,SR,10
2126,"Galan, Ramona",2004-02-24,varon,52,0,blanco,0,,28,15000.0,2025-03-01,Analista MKT,Marketing,LEAD,3
2127,"Cerezo, Adelardo",1985-02-23,varon,41,0,indio,1,1990-05-23,16,15000.0,2025-03-01,Analista,Ventas,LEAD,8
2128,"Escudero, Inés",2013-03-27,varon,35,0,afrodescendiente,0,,63,8000.0,2025-03-01,HR Analyst,RRHH,SR,2
2129,"Rosell, Tere",1991-06-01,varon,58,0,griego,1,1994-09-20,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,2
2130,"Rocamora, Carmina",2001-05-23,varon,44,0,blanco,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
2131,"Montoya, Zaira",1989-01-02,varon,53,0,griego,0,,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,4
2132,"Valero, Consuelo",1980-12-22,mujer,22,0,afrodescendiente,0,,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,8
2133,"Galiano, Nazaret",2024-11-11,mujer,68,0,indio,1,2027-04-30,88,17100.0,2025-03-01,Contador,Finanzas,LEAD,5
2134,"Villaverde, Josefa",2012-02-10,varon,31,0,indio,1,2017-08-01,95,9600.0,2025-03-01,Tesorería,Finanzas,SR,8
2135,"Acedo, Virgilio",1999-01-24,mujer,39,0,griego,0,,44,14250.0,2025-03-01,Dev,IT,LEAD,3
2136,"Saldaña, Maximiano",1988-08-24,mujer,38,0,griego,0,,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,2
2137,"Roma, Gracia",2016-12-29,mujer,21,0,griego,1,2022-02-08,43,7600.0,2025-03-01,Dev,IT,SR,4
2138,"Duarte, León",2015-07-24,varon,60,0,indio,1,2019-04-10,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,6
2139,"Múgica, Anselmo",2020-07-21,varon,29,0,indio,1,2021-10-14,89,1200.0,2025-03-01,Controller,Finanzas,JR,7
2140,"Sacristán, Calisto",2020-11-14,otros,68,0,afrodescendiente,1,2024-08-16,44,15000.0,2025-03-01,Dev,IT,LEAD,2
2141,"Pujol, Onofre",2014-04-14,mujer,37,0,indio,1,2018-10-15,94,3420.0,2025-03-01,Tesorería,Finanzas,MID,5
2142,"Campo, Agustina",1993-07-08,varon,44,0,griego,1,1994-09-23,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,4
2143,"Juliá, Ibán",1983-06-29,mujer,57,0,afrodescendiente,1,1988-09-09,44,14250.0,2025-03-01,Dev,IT,LEAD,7
2144,"Cabrero, Zoraida",2011-12-16,mujer,66,0,griego,1,2016-03-24,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,3
2145,"Llanos, Marisa",1992-10-28,varon,33,0,blanco,0,,40,15000.0,2025-03-01,SEO,Marketing,LEAD,3
2146,"Adadia, Clara",2006-08-07,mujer,42,0,blanco,0,,4,14250.0,2025-03-01,Ejecutivo,Ventas,LEAD,2
2147,"Paredes, Palmira",2005-09-26,mujer,23,0,afrodescendiente,0,,92,17100.0,2025-03-01,Controller,Finanzas,LEAD,2
2148,"Amo, Xavier",2000-02-20,varon,54,0,asiatico,1,2001-10-13,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,2
2149,"Ariza, Ruperta",2014-01-28,mujer,27,0,latino,1,2015-08-14,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,1
2150,"Miguel, Nazaret",2015-08-07,mujer,59,0,afrodescendiente,1,2019-02-19,70,2850.0,2025-03-01,HRBP,RRHH,MID,10
2151,"Capdevila, Carmela",2020-07-05,mujer,67,0,latino,0,,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,8
2152,"Verdú, Ricarda",1991-01-25,mujer,39,0,blanco,1,1993-02-04,88,17100.0,2025-03-01,Contador,Finanzas,LEAD,3
2153,"Vega, Ernesto",1988-09-30,varon,68,0,latino,1,1991-06-06,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,8
2154,"Valero, Adrián",1988-05-21,varon,66,0,latino,1,1993-06-23,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,1
2155,"Fabregat, Trinidad",2016-09-18,varon,61,0,griego,1,2021-06-05,45,1000.0,2025-03-01,Data,IT,JR,4
2156,"Cerdán, Marc",1993-08-30,mujer,18,0,asiatico,1,1997-01-29,96,17100.0,2025-03-01,Tesorería,Finanzas,LEAD,8
2157,"Gonzalez, Severiano",2001-05-21,mujer,57,0,indio,0,,4,14250.0,2025-03-01,Ejecutivo,Ventas,LEAD,5
2158,"Sancho, Seve",2007-09-12,varon,54,0,griego,0,,91,9600.0,2025-03-01,Controller,Finanzas,SR,3
2159,"Cano, Dimas",2022-10-14,varon,56,0,latino,0,,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,4
2160,"Cerro, Eulalia",2018-12-01,otros,42,0,latino,0,,7,8000.0,2025-03-01,Representante,Ventas,SR,1
2161,"Rivero, Benita",2007-05-02,mujer,33,0,griego,1,2011-10-22,87,9120.0,2025-03-01,Contador,Finanzas,SR,2
2162,"Cañizares, Perlita",1983-01-24,mujer,34,0,latino,0,,48,14250.0,2025-03-01,Data,IT,LEAD,3
2163,"Vazquez, Nereida",1991-04-22,varon,39,0,latino,1,1993-03-06,48,15000.0,2025-03-01,Data,IT,LEAD,5
2164,"Vara, Iván",1993-05-24,otros,36,0,griego,0,,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,2
2165,"Peiró, Isaac",2012-06-10,varon,58,0,latino,0,,60,15000.0,2025-03-01,Arquitecto,IT,LEAD,9
2166,"Galván, Imelda",1999-09-11,varon,33,0,asiatico,0,,8,15000.0,2025-03-01,Representante,Ventas,LEAD,10
2167,"Quesada, Petrona",2015-03-06,mujer,62,0,latino,1,2016-08-12,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,2
2168,"Puig, Georgina",2008-02-28,varon,63,0,latino,1,2013-02-21,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,2
2169,"Tejero, Albina",2021-05-01,mujer,28,0,griego,1,2023-12-30,22,2850.0,2025-03-01,Marketing,Marketing,MID,3
2170,"Casares, Paz",2002-08-03,mujer,31,0,griego,0,,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,4
2171,"Cuesta, María José",1999-06-22,otros,64,0,blanco,1,2002-03-06,51,8000.0,2025-03-01,Sysadmin,IT,SR,1
2172,"Baquero, Agustina",1982-12-12,mujer,42,0,afrodescendiente,0,,84,17100.0,2025-03-01,Analista,Finanzas,LEAD,1
2173,"Pons, Ismael",1995-12-07,varon,26,0,blanco,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
2174,"Moreno, Raquel",1985-10-29,mujer,28,0,indio,1,1987-06-17,72,14250.0,2025-03-01,HRBP,RRHH,LEAD,5
2175,"Cazorla, Evita",2018-09-28,mujer,31,0,asiatico,1,2019-09-13,88,17100.0,2025-03-01,Contador,Finanzas,LEAD,9
2176,"Vazquez, Urbano",1998-11-21,mujer,47,0,griego,1,2003-08-31,20,14250.0,2025-03-01,BizDev,Ventas,LEAD,2
2177,"Hurtado, Olivia",1998-11-22,mujer,69,0,latino,0,,80,14250.0,2025-03-01,HR Manager,RRHH,LEAD,9
2178,"Calderón, Paco",2003-11-11,varon,47,0,afrodescendiente,1,2005-10-22,87,9600.0,2025-03-01,Contador,Finanzas,SR,11
2179,"Larrea, Juan José",2005-08-21,varon,24,0,indio,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,8
2180,"Palomino, Reinaldo",2022-09-24,mujer,55,0,griego,0,,40,14250.0,2025-03-01,SEO,Marketing,LEAD,3
2181,"Pazos, Baudelio",1992-01-03,varon,42,0,afrodescendiente,1,1992-11-20,12,15000.0,2025-03-01,Gerente,Ventas,LEAD,6
2182,"Arteaga, Amanda",1990-07-21,varon,35,0,asiatico,1,1994-01-14,36,15000.0,2025-03-01,Content,Marketing,LEAD,4
2183,"Valcárcel, Néstor",1987-01-05,mujer,19,0,griego,1,1991-06-06,56,14250.0,2025-03-01,Soporte,IT,LEAD,3
2184,"Gelabert, Manola",2021-02-18,varon,43,0,indio,1,2023-05-13,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,7
2185,"Clemente, Che",1989-02-22,mujer,31,0,indio,1,1990-02-06,92,17100.0,2025-03-01,Controller,Finanzas,LEAD,6
