id_empleado,nombre_completo,fecha_inicio,fecha_renuncia,genero,edad,id_puesto_laboral,discapacidad,etnia
2187,"Papadopoulos, Sofia",2008-09-03,,otros,25,8,0,griego
2188,"Smith, John",2017-10-05,,mujer,45,9,0,blanco
2189,"Patel, Rudra",2009-06-11,,otros,42,4,0,indio
2190,"Papadopoulos, Sofia",2023-04-15,,otros,44,15,0,griego
2191,"Smith, Emily",2001-03-30,,otros,64,11,0,blanco
2192,"Palomo, Nadia",2008-11-15,2009-04-05,varon,42,7,0,latino
2193,"Sharma, Rudra",2016-01-05,,otros,27,13,0,indio
2194,"Jackson, Jamal",1989-01-09,,otros,42,18,0,afrodescendiente
2195,"Tanaka, Mei",2022-04-22,,varon,28,4,0,asiatico
2196,"Jackson, Jamal",2005-09-01,,otros,59,20,0,afrodescendiente
2197,"Marquez, Andrea",2023-10-31,,mujer,27,3,0,latino
2198,"Smith, Michael",2019-11-17,2021-11-24,otros,41,12,0,blanco
2199,"Brown, Michael",1987-03-28,,otros,25,16,0,blanco
2200,"Patel, Rudra",2006-12-12,,varon,51,18,0,indio
2201,"Washington, Jamal",2008-10-27,,varon,20,4,0,afrodescendiente
2202,"Papadopoulos, Sofia",1985-08-14,,otros,44,2,0,griego
2203,"Li, Hiro",1982-03-28,,varon,60,7,0,asiatico
2204,"Marin, Ana",1986-04-30,,varon,35,11,0,latino
2205,"Washington, Aisha",2008-04-17,,mujer,37,3,0,afrodescendiente
2206,"Smith, Emily",1987-03-29,1989-11-26,varon,52,20,0,blanco
2207,"Patel, Arjun",1994-03-27,,mujer,66,9,0,indio
2208,"Manrique, Elena",1988-07-28,,otros,61,1,0,latino
2209,"Brown, Michael",1989-08-01,,mujer,35,17,0,blanco
2210,"Correa, Evaristo",2017-05-15,2018-08-22,otros,55,4,0,latino
2211,"Smith, Emily",1985-02-08,,otros,47,19,0,blanco
2212,"Barrio, Balduino",2007-07-01,,otros,37,13,0,latino
2213,"Li, Hiro",2007-01-12,2012-06-11,mujer,18,11,0,asiatico
2214,"Papadopoulos, Sofia",2012-05-13,2016-12-23,otros,19,14,0,griego
2215,"Jackson, Jamal",1995-09-16,1997-08-25,varon,40,4,0,afrodescendiente
2216,"Tanaka, Mei",2002-04-08,,varon,47,7,0,asiatico
2217,"Sharma, Arjun",1982-05-24,,mujer,18,8,0,indio
2218,"Palomares, Silvia",2018-09-08,,varon,24,14,0,latino
2219,"Villegas, Isabel",1994-05-22,,otros,36,19,0,latino
2220,"Papadopoulos, Sofia",2020-05-05,,varon,54,8,0,griego
2221,"Jackson, Jamal",1996-05-04,,mujer,68,10,0,afrodescendiente
2222,"Papadopoulos, Sofia",2008-01-07,,mujer,23,6,0,griego
2223,"Sharma, Arjun",1994-11-05,,otros,43,5,0,indio
2224,"Li, Mei",2017-02-05,,mujer,60,9,0,asiatico
2225,"Brown, John",1999-03-08,,varon,38,3,0,blanco
2226,"Washington, Aisha",1983-02-10,1989-05-26,mujer,32,20,0,afrodescendiente
2227,"Jódar, Carmina",2013-01-15,,varon,61,11,0,latino
2228,"Patel, Rudra",2019-01-25,,otros,28,18,0,indio
2229,"Porras, Guiomar",1990-07-09,,mujer,36,16,0,latino
2230,"Smith, Emily",1994-06-21,,otros,37,16,0,blanco
2231,"Brown, Emily",2000-09-30,2012-07-16,varon,46,19,0,blanco
2232,"Papadopoulos, Sofia",2016-01-06,,varon,65,10,0,griego
2233,"González, Tristán",1996-04-10,,mujer,22,12,0,latino
2234,"Patel, Rudra",2010-10-29,,otros,45,19,0,indio
2235,"Jackson, Aisha",2004-08-28,,otros,29,3,0,afrodescendiente
2236,"Casado, Teodosio",2020-03-14,2022-07-05,mujer,66,9,0,latino
2237,"Jackson, Jamal",2008-04-14,2018-04-01,mujer,66,15,0,afrodescendiente
2238,"Washington, Jamal",2005-10-27,2016-03-10,otros,63,10,0,afrodescendiente
2239,"Papadopoulos, Nikos",2012-08-21,,mujer,57,11,0,griego
2240,"Sharma, Arjun",1994-10-13,1997-04-18,otros,51,1,0,indio
2241,"Li, Mei",2005-10-25,,otros,23,15,0,asiatico
2242,"Papadopoulos, Nikos",1988-11-23,2013-11-08,otros,63,15,0,griego
2243,"Smith, John",1993-07-19,,varon,69,1,0,blanco
2244,"Patel, Arjun",1993-08-29,,otros,39,2,0,indio
2245,"Papadopoulos, Nikos",2010-10-30,,varon,24,4,0,griego
2246,"Bernad, Antonio",1987-04-29,,varon,61,4,0,latino
2247,"Papadopoulos, Nikos",2006-11-01,,otros,28,8,0,griego
2248,"Jackson, Jamal",2019-03-31,,mujer,52,18,0,afrodescendiente
2249,"Tanaka, Mei",2015-04-25,,otros,26,3,0,asiatico
2250,"Washington, Jamal",1986-12-27,,otros,44,19,0,afrodescendiente
2251,"Caballero, Ester",1998-02-10,2023-02-27,otros,58,5,0,latino
2252,"Brown, Michael",2024-04-14,,mujer,58,10,0,blanco
2253,"Giménez, Urbano",2013-06-16,,otros,29,14,0,latino
2254,"Brown, Michael",2006-12-04,2013-04-16,varon,29,15,0,blanco
2255,"Sharma, Rudra",2001-10-17,,mujer,58,11,0,indio
2256,"Smith, John",2016-02-22,2024-12-11,varon,54,14,0,blanco
2257,"Bosch, Maxi",2020-01-16,,mujer,22,8,0,latino
2258,"Li, Hiro",2007-02-01,,varon,22,18,1,asiatico
2259,"Jackson, Aisha",1981-03-04,1984-10-06,mujer,52,10,0,afrodescendiente
2260,"Muñoz, Abigaíl",1999-07-06,,otros,37,10,0,latino
2261,"Patel, Arjun",1984-06-27,2016-08-04,otros,43,9,0,indio
2262,"Papadopoulos, Sofia",2001-07-16,,varon,49,13,0,griego
2263,"Li, Hiro",2006-10-01,,varon,64,15,0,asiatico
2264,"Ropero, Paca",1992-07-31,,mujer,68,16,0,latino
2265,"Papadopoulos, Sofia",1996-04-01,,otros,66,10,0,griego
2266,"Washington, Aisha",2001-12-01,,otros,67,6,0,afrodescendiente
2267,"Smith, Michael",2023-02-16,,mujer,62,11,1,blanco
2268,"Smith, Michael",2005-02-04,,mujer,26,12,0,blanco
2269,"Brown, John",2004-01-24,,mujer,21,5,0,blanco
2270,"Papadopoulos, Nikos",1985-09-29,,otros,18,12,0,griego
2271,"Washington, Jamal",2003-01-30,,varon,43,11,0,afrodescendiente
2272,"Patel, Arjun",2014-10-13,,mujer,28,20,0,indio
2273,"Brown, Emily",1986-08-16,2019-01-25,varon,20,10,0,blanco
2274,"Alvarez, Óscar",1988-04-17,,otros,35,3,0,latino
2275,"Li, Mei",1992-09-29,2009-05-22,mujer,35,1,0,asiatico
2276,"Papadopoulos, Sofia",1985-01-15,,varon,38,9,0,griego
2277,"Papadopoulos, Nikos",2006-06-22,,varon,19,11,0,griego
2278,"Papadopoulos, Nikos",1981-03-04,,mujer,53,5,0,griego
2279,"Gibert, Ricarda",1982-12-02,,otros,52,9,0,latino
2280,"Papadopoulos, Sofia",2005-12-16,2019-06-22,mujer,64,4,0,griego
2281,"Losada, Leonardo",1988-04-01,1998-10-26,varon,23,6,0,latino
2282,"Li, Hiro",1997-03-21,,mujer,66,13,0,asiatico
2283,"Sharma, Arjun",1990-06-28,2024-09-28,otros,60,6,0,indio
2284,"Tanaka, Hiro",1987-07-27,,varon,18,15,0,asiatico
2285,"Washington, Aisha",1996-11-02,,varon,53,12,0,afrodescendiente
2286,"Jackson, Aisha",1984-02-07,1995-11-14,mujer,48,17,0,afrodescendiente
2287,"Brown, John",2007-05-20,,mujer,33,6,0,blanco
2288,"Papadopoulos, Nikos",1992-12-23,,varon,47,18,0,griego
2289,"Li, Hiro",1982-10-12,1987-03-30,otros,37,11,0,asiatico
2290,"Smith, Michael",2017-10-05,,mujer,42,1,0,blanco
2291,"Tanaka, Hiro",2018-09-01,,varon,45,3,0,asiatico
2292,"Li, Hiro",1995-11-15,,otros,32,9,0,asiatico
2293,"Tanaka, Mei",2004-07-11,2022-05-16,mujer,21,18,0,asiatico
2294,"Sharma, Rudra",2013-06-30,,mujer,38,17,0,indio
2295,"Duque, Guillermo",2005-09-26,2014-02-04,varon,61,1,0,latino
2296,"Papadopoulos, Sofia",2018-08-12,,varon,35,16,0,griego
2297,"Li, Mei",2014-08-07,2017-12-30,mujer,38,2,0,asiatico
2298,"Gallardo, María Jesús",2006-12-31,2012-10-27,otros,46,13,0,latino
2299,"Patel, Rudra",1994-01-20,2013-11-13,otros,19,11,0,indio
2300,"Papadopoulos, Nikos",2001-05-18,2015-08-08,mujer,33,10,0,griego
2301,"Li, Hiro",2015-05-22,2025-02-18,otros,23,2,0,asiatico
2302,"Tanaka, Mei",2000-12-07,2002-08-13,otros,51,12,0,asiatico
2303,"Lara, Eliseo",2023-02-10,2023-12-27,varon,29,5,0,latino
2304,"Washington, Aisha",1993-11-09,2014-01-23,varon,19,1,0,afrodescendiente
2305,"Washington, Aisha",1987-12-10,,varon,69,10,0,afrodescendiente
2306,"Papadopoulos, Nikos",2010-06-24,,otros,59,17,1,griego
2307,"Papadopoulos, Nikos",2022-06-01,2024-01-20,varon,46,9,0,griego
2308,"Li, Mei",2000-02-04,,otros,21,16,0,asiatico
2309,"Papadopoulos, Sofia",1987-06-09,,mujer,34,12,0,griego
2310,"Tanaka, Mei",2012-06-23,,otros,46,15,0,asiatico
2311,"Jackson, Aisha",2005-05-24,,varon,53,14,0,afrodescendiente
2312,"Patel, Rudra",1984-05-03,,otros,43,5,0,indio
2313,"Papadopoulos, Sofia",2024-01-19,,otros,62,10,0,griego
2314,"Tirado, Rosalinda",1998-06-05,2013-12-28,otros,55,20,0,latino
2315,"Gil, Fabián",2014-02-05,,otros,24,2,0,latino
2316,"Sharma, Arjun",2019-04-12,,otros,32,10,0,indio
2317,"Roda, Nazario",1989-12-02,,varon,65,8,0,latino
2318,"Tanaka, Hiro",2015-06-05,,mujer,56,8,0,asiatico
2319,"Sharma, Rudra",1990-06-26,,otros,24,14,0,indio
2320,"Papadopoulos, Sofia",2006-04-27,,otros,40,8,0,griego
2321,"Papadopoulos, Sofia",1984-04-26,,mujer,28,4,0,griego
2322,"Washington, Jamal",1981-11-05,,mujer,28,13,0,afrodescendiente
2323,"Jackson, Jamal",2013-10-19,,mujer,66,10,0,afrodescendiente
2324,"Brown, John",1996-12-16,,varon,46,19,0,blanco
2325,"Li, Hiro",2005-03-10,,otros,18,8,0,asiatico
2326,"Li, Mei",2018-08-31,2019-12-11,mujer,24,20,0,asiatico
2327,"Washington, Aisha",2001-08-01,,varon,31,14,0,afrodescendiente
2328,"Patel, Arjun",2003-03-15,2013-09-09,otros,66,18,0,indio
2329,"Li, Mei",2013-06-16,,otros,64,5,0,asiatico
2330,"Solsona, Anna",2009-11-20,,varon,53,9,0,latino
2331,"Washington, Aisha",2015-01-12,,otros,38,7,0,afrodescendiente
2332,"Company, Virgilio",1998-02-16,,varon,62,14,0,latino
2333,"Jackson, Jamal",2021-07-21,,varon,61,10,0,afrodescendiente
2334,"Smith, Emily",2015-02-10,,varon,62,20,0,blanco
2335,"Sharma, Arjun",2009-07-16,,mujer,38,6,0,indio
2336,"Washington, Jamal",2024-05-14,,mujer,60,7,0,afrodescendiente
2337,"Miguel, Fátima",2011-03-23,,mujer,32,11,0,latino
2338,"Valle, Lupita",2015-08-06,,varon,69,13,0,latino
2339,"Li, Hiro",2001-05-28,,mujer,37,12,0,asiatico
2340,"Cañellas, Rosa",1997-02-18,2017-05-07,varon,56,13,0,latino
2341,"Brown, Michael",2023-10-10,,otros,62,5,0,blanco
2342,"Riquelme, Inocencio",2000-08-28,,mujer,29,14,0,latino
2343,"Li, Mei",2023-05-06,2024-04-13,varon,45,17,0,asiatico
2344,"Brown, John",1992-12-05,,mujer,33,1,0,blanco
2345,"Merino, Delfina",1982-06-03,1984-09-16,varon,66,8,0,latino
2346,"Brown, Michael",2019-03-14,,varon,40,12,0,blanco
2347,"Patel, Arjun",2015-06-18,2016-02-06,otros,24,8,0,indio
2348,"Arjona, Reyna",2012-11-06,,mujer,36,5,0,latino
2349,"Sharma, Arjun",1983-11-24,,mujer,44,15,0,indio
2350,"Papadopoulos, Nikos",2000-02-04,2018-04-11,mujer,57,14,0,griego
2351,"Brown, Michael",1995-09-14,,varon,54,4,0,blanco
2352,"Papadopoulos, Nikos",2015-08-21,,mujer,51,1,0,griego
2353,"Papadopoulos, Nikos",2006-02-07,,varon,24,3,0,griego
2354,"Jackson, Aisha",2004-04-02,,varon,42,15,0,afrodescendiente
2355,"Patel, Rudra",1990-04-07,,mujer,19,9,0,indio
2356,"Washington, Jamal",1981-10-08,,otros,58,19,0,afrodescendiente
2357,"Washington, Aisha",1999-08-05,,mujer,67,12,0,afrodescendiente
2358,"Papadopoulos, Nikos",1999-11-07,,mujer,54,10,0,griego
2359,"Catalán, Josefa",2012-10-10,,mujer,52,7,0,latino
2360,"Valentín, Alondra",2009-03-27,,mujer,39,17,0,latino
2361,"Tirado, Dorotea",2003-08-18,,varon,51,8,0,latino
2362,"Jackson, Jamal",2006-03-31,2015-06-28,mujer,59,10,0,afrodescendiente
2363,"Smith, Emily",2001-11-22,,mujer,35,20,0,blanco
2364,"Brown, John",2001-09-15,,varon,57,19,0,blanco
2365,"Tanaka, Mei",1993-08-21,1996-08-05,mujer,48,11,0,asiatico
2366,"Brown, Michael",2002-04-03,,otros,51,10,0,blanco
2367,"Tanaka, Mei",2021-07-04,,otros,28,12,0,asiatico
2368,"Washington, Aisha",2006-09-30,,varon,57,14,0,afrodescendiente
2369,"Patel, Arjun",1995-12-25,2015-07-20,otros,35,8,0,indio
2370,"Bravo, Luis",1986-06-03,1989-05-11,otros,52,2,0,latino
2371,"Jackson, Aisha",2008-08-24,,otros,55,1,0,afrodescendiente
2372,"Tanaka, Hiro",2000-03-09,2000-07-12,varon,42,16,0,asiatico
2373,"Sharma, Arjun",2005-04-05,,mujer,60,4,0,indio
2374,"Sharma, Rudra",1997-07-26,,varon,22,7,0,indio
2375,"Jackson, Aisha",1989-02-18,,otros,30,9,0,afrodescendiente
2376,"Jackson, Jamal",2011-04-21,2012-07-01,varon,29,4,0,afrodescendiente
2377,"Sosa, Ceferino",1987-10-15,,varon,57,17,0,latino
2378,"Brown, Emily",1981-01-18,1984-09-28,otros,33,4,0,blanco
2379,"Nogueira, Eutropio",2014-03-16,,mujer,22,11,0,latino
2380,"Castejón, Olimpia",1991-06-13,,varon,67,13,0,latino
2381,"Sharma, Rudra",2014-06-06,2021-02-26,varon,27,10,0,indio
2382,"Li, Mei",1983-08-29,,otros,45,11,0,asiatico
2383,"Smith, Michael",2023-02-10,,otros,41,2,0,blanco
2384,"Li, Mei",1985-07-17,,mujer,38,16,0,asiatico
2385,"Brown, John",1996-07-06,2014-05-18,mujer,23,8,0,blanco
2386,"Papadopoulos, Sofia",2006-09-18,2020-01-18,mujer,21,9,0,griego
2387,"Sacristán, Haroldo",2009-10-25,,mujer,54,18,0,latino
2388,"Brown, Michael",2016-10-11,,mujer,68,5,0,blanco
2389,"Patel, Arjun",2017-11-06,2018-09-12,otros,40,1,0,indio
2390,"Papadopoulos, Nikos",1996-10-04,,otros,54,5,0,griego
2391,"Jackson, Aisha",2000-06-14,,varon,19,5,0,afrodescendiente
2392,"Patel, Arjun",1994-07-15,,otros,25,13,0,indio
2393,"Washington, Aisha",1982-07-27,,mujer,37,7,0,afrodescendiente
2394,"Washington, Jamal",1991-12-13,,otros,55,3,0,afrodescendiente
2395,"Sharma, Rudra",2023-07-30,2023-10-01,otros,20,7,0,indio
2396,"Tanaka, Mei",2008-10-27,,mujer,35,7,0,asiatico
2397,"Brown, Michael",1991-06-02,,otros,67,2,0,blanco
2398,"Busquets, Adelaida",1984-11-29,,varon,24,13,0,latino
2399,"Papadopoulos, Sofia",2010-05-13,2021-11-20,mujer,56,8,0,griego
2400,"Tanaka, Mei",2007-04-02,2015-10-17,otros,26,14,0,asiatico
2401,"Cortés, Clímaco",2002-04-28,2014-01-08,varon,55,9,0,latino
2402,"Jackson, Jamal",1985-08-10,,otros,44,13,0,afrodescendiente
2403,"Papadopoulos, Sofia",1983-05-26,,mujer,18,13,0,griego
2404,"Papadopoulos, Sofia",2001-06-24,2013-09-20,otros,59,9,0,griego
2405,"Tanaka, Hiro",2002-04-18,,varon,68,10,0,asiatico
2406,"Moles, Aroa",2005-12-01,,varon,62,17,0,latino
2407,"Li, Mei",1989-02-17,,otros,69,1,0,asiatico
2408,"Li, Hiro",1990-02-12,,otros,48,6,0,asiatico
2409,"Milla, Rosa María",1988-07-09,,otros,68,10,0,latino
2410,"Papadopoulos, Sofia",1992-07-08,,varon,60,1,0,griego
2411,"Patel, Arjun",1987-05-30,,mujer,33,5,0,indio
2412,"Papadopoulos, Nikos",2004-11-08,,varon,62,13,0,griego
2413,"Gibert, Luis Ángel",2024-12-19,,otros,18,19,0,latino
2414,"Papadopoulos, Nikos",1991-07-30,,otros,39,13,0,griego
2415,"Papadopoulos, Nikos",1987-03-06,,otros,38,18,0,griego
2416,"Patel, Rudra",2007-02-05,2008-11-15,otros,30,17,1,indio
2417,"Patel, Rudra",2020-12-14,,varon,27,6,0,indio
2418,"Tanaka, Hiro",2023-11-04,,otros,39,2,0,asiatico
2419,"Papadopoulos, Nikos",1987-12-07,2021-10-07,mujer,49,3,0,griego
2420,"Sharma, Rudra",2003-06-12,,varon,27,19,0,indio
2421,"Jackson, Aisha",2011-12-02,2015-12-30,mujer,31,7,0,afrodescendiente
2422,"Aguilera, Teo",1988-01-02,2015-10-05,mujer,21,17,0,latino
2423,"Tanaka, Hiro",2010-02-16,,otros,52,7,0,asiatico
2424,"Li, Mei",2016-04-24,,otros,27,18,0,asiatico
2425,"Washington, Jamal",1995-03-25,,otros,45,20,0,afrodescendiente
2426,"Washington, Aisha",2024-06-26,2024-10-22,varon,67,4,0,afrodescendiente
2427,"Llamas, Mónica",2010-04-12,,mujer,67,16,1,latino
2428,"Li, Hiro",1981-10-08,,mujer,45,6,0,asiatico
2429,"Alcalde, Geraldo",2013-08-31,2019-01-09,varon,61,15,0,latino
2430,"Papadopoulos, Nikos",2024-01-06,,varon,64,2,0,griego
2431,"Li, Hiro",2005-05-06,,mujer,32,4,0,asiatico
2432,"Brown, John",2005-04-08,2025-01-20,otros,41,5,0,blanco
2433,"Sharma, Rudra",2018-02-05,,mujer,36,18,0,indio
2434,"Li, Hiro",1991-08-11,2016-09-26,mujer,47,17,0,asiatico
2435,"Patel, Rudra",1981-02-20,2024-07-18,mujer,57,16,0,indio
2436,"Patel, Rudra",1994-08-18,,mujer,52,1,0,indio
2437,"Cal, Pastor",2005-01-15,,varon,67,19,0,latino
2438,"Jackson, Jamal",1982-11-09,,varon,20,5,0,afrodescendiente
2439,"Li, Hiro",2006-06-26,,varon,31,6,0,asiatico
2440,"Papadopoulos, Sofia",2020-06-02,,mujer,69,12,0,griego
2441,"Li, Hiro",2024-08-29,,mujer,18,7,0,asiatico
2442,"Smith, Michael",2006-05-15,,otros,37,18,0,blanco
2443,"Sharma, Arjun",2003-03-03,2004-05-17,varon,33,10,0,indio
2444,"Li, Hiro",1996-06-14,,mujer,47,4,0,asiatico
2445,"Brown, Michael",2002-01-08,,varon,40,2,0,blanco
2446,"Mesa, Silvio",2003-08-03,2017-03-09,mujer,55,2,0,latino
2447,"Papadopoulos, Sofia",1997-08-30,2011-08-25,otros,46,15,0,griego
2448,"Smith, Emily",1984-12-05,,varon,20,10,0,blanco
2449,"Li, Hiro",1988-11-27,,mujer,47,19,0,asiatico
2450,"Tanaka, Mei",1983-02-11,,otros,31,18,0,asiatico
2451,"Papadopoulos, Sofia",2013-07-10,,varon,49,16,0,griego
2452,"Camps, Venceslás",2000-03-18,,otros,21,19,0,latino
2453,"Tanaka, Hiro",2010-03-30,,mujer,50,14,0,asiatico
2454,"Li, Mei",2019-02-27,,mujer,31,4,0,asiatico
2455,"Sharma, Rudra",2013-03-27,,mujer,46,7,0,indio
2456,"Papadopoulos, Nikos",1985-04-07,,varon,55,15,0,griego
2457,"Papadopoulos, Sofia",1993-04-10,,mujer,46,11,0,griego
2458,"Smith, Emily",1991-02-01,1994-04-20,otros,50,11,0,blanco
2459,"Baena, Purificación",1996-06-30,,mujer,54,14,0,latino
2460,"Guitart, Fermín",1981-05-03,,otros,22,20,0,latino
2461,"Washington, Jamal",2005-02-02,,mujer,57,10,0,afrodescendiente
2462,"Jackson, Jamal",2015-11-13,,mujer,43,6,0,afrodescendiente
2463,"Tanaka, Hiro",2011-02-21,,mujer,39,10,0,asiatico
2464,"Jackson, Aisha",2023-12-01,,varon,60,5,0,afrodescendiente
2465,"Washington, Jamal",2021-03-12,2023-10-04,mujer,60,11,0,afrodescendiente
2466,"Washington, Aisha",2004-06-30,2018-09-10,mujer,50,3,0,afrodescendiente
2467,"Papadopoulos, Sofia",1993-07-17,,varon,18,17,0,griego
2468,"Romeu, Anselma",2014-12-08,2015-08-19,otros,56,4,0,latino
2469,"Washington, Aisha",2010-10-28,,otros,56,7,0,afrodescendiente
2470,"Jackson, Aisha",1984-01-03,2010-10-12,mujer,42,18,0,afrodescendiente
2471,"Brown, John",1987-01-17,2003-07-07,otros,33,4,0,blanco
2472,"Li, Mei",2022-11-06,2024-06-14,varon,54,19,0,asiatico
2473,"Papadopoulos, Nikos",2009-04-05,2017-12-20,otros,54,16,0,griego
2474,"Ayllón, Cristóbal",2013-06-25,,otros,50,10,0,latino
2475,"Sharma, Arjun",2006-12-11,,varon,20,11,0,indio
2476,"Smith, Emily",1996-02-02,,mujer,53,13,0,blanco
2477,"Cárdenas, Anselma",2024-12-28,,mujer,60,4,0,latino
2478,"Tanaka, Mei",2011-10-15,,otros,65,12,0,asiatico
2479,"Papadopoulos, Sofia",2019-03-13,,mujer,30,6,0,griego
2480,"Smith, John",1997-01-01,,mujer,22,16,0,blanco
2481,"Li, Hiro",2008-09-14,,varon,36,13,0,asiatico
2482,"Maldonado, Araceli",1999-08-07,,otros,29,16,0,latino
2483,"Papadopoulos, Sofia",2021-07-10,,mujer,53,11,0,griego
2484,"Papadopoulos, Nikos",1985-11-05,2013-02-06,mujer,49,2,0,griego
2485,"Washington, Jamal",2013-01-27,,mujer,24,5,0,afrodescendiente
2486,"Papadopoulos, Sofia",2014-03-19,,varon,43,3,0,griego
2487,"Papadopoulos, Sofia",1986-04-14,,mujer,34,18,0,griego
2488,"Mosquera, Benigna",2022-06-05,2024-03-01,otros,53,2,0,latino
2489,"Jackson, Jamal",1988-10-07,1993-06-12,varon,60,19,0,afrodescendiente
2490,"Tanaka, Mei",2012-01-25,,varon,22,4,0,asiatico
2491,"Jackson, Jamal",2011-10-30,,mujer,30,1,0,afrodescendiente
2492,"Sharma, Arjun",1995-10-22,,varon,28,10,0,indio
2493,"Washington, Aisha",2018-05-25,,otros,57,10,0,afrodescendiente
2494,"Tanaka, Hiro",1997-09-13,,varon,68,17,0,asiatico
2495,"Papadopoulos, Nikos",2011-05-05,,varon,59,6,0,griego
2496,"Li, Mei",2018-05-10,,varon,36,18,0,asiatico
2497,"Smith, Michael",1991-07-26,,otros,22,16,0,blanco
2498,"Li, Hiro",2021-08-13,2024-10-22,otros,43,13,0,asiatico
2499,"Papadopoulos, Sofia",1994-11-22,,otros,41,6,0,griego
2500,"Tanaka, Hiro",1987-07-22,,mujer,56,12,0,asiatico
2501,"Papadopoulos, Nikos",2006-06-16,,varon,46,1,0,griego
2502,"Papadopoulos, Nikos",2003-01-07,,varon,29,8,0,griego
2503,"Riera, Severiano",2001-10-07,,mujer,23,4,0,latino
2504,"Aguilera, Mireia",2002-03-23,,mujer,63,20,0,latino
2505,"Tanaka, Mei",2020-04-14,2023-05-04,varon,30,12,0,asiatico
2506,"Li, Hiro",2007-08-18,,mujer,39,14,0,asiatico
2507,"Saldaña, Magdalena",1988-01-02,,otros,69,1,0,latino
2508,"Li, Mei",2021-10-29,,otros,58,1,0,asiatico
2509,"Smith, John",1990-07-25,,otros,39,16,0,blanco
2510,"Tanaka, Hiro",1989-12-29,2012-11-11,varon,18,7,0,asiatico
2511,"Papadopoulos, Sofia",2018-01-19,,mujer,20,9,0,griego
2512,"Li, Hiro",2000-05-06,2003-11-16,otros,29,17,0,asiatico
2513,"Jackson, Aisha",1986-05-01,,mujer,62,2,0,afrodescendiente
2514,"Matas, Carmelo",2019-04-29,2024-07-31,otros,39,15,0,latino
2515,"Papadopoulos, Sofia",1985-10-16,,varon,22,13,0,griego
2516,"Papadopoulos, Sofia",2006-05-09,2016-04-13,otros,57,10,0,griego
2517,"Papadopoulos, Nikos",1997-08-29,,otros,34,2,0,griego
2518,"Li, Hiro",2021-06-24,,varon,62,5,0,asiatico
2519,"Li, Hiro",1982-09-16,,mujer,23,4,0,asiatico
2520,"Washington, Aisha",2018-09-12,,otros,42,20,0,afrodescendiente
2521,"Patel, Arjun",1989-04-17,,otros,26,16,0,indio
2522,"Papadopoulos, Sofia",2014-05-24,2023-04-15,varon,50,11,0,griego
2523,"Brown, John",2021-01-16,,varon,22,18,0,blanco
2524,"Pallarès, Valero",2012-02-16,,otros,55,2,0,latino
2525,"Jackson, Jamal",2023-01-20,,varon,64,12,0,afrodescendiente
2526,"Brown, John",1997-12-08,,otros,35,12,0,blanco
2527,"Patel, Rudra",1988-03-17,,varon,47,4,0,indio
2528,"Reina, Clementina",2008-04-17,,mujer,48,4,1,latino
2529,"Patel, Arjun",2016-06-24,2024-09-07,varon,31,11,0,indio
2530,"Jackson, Jamal",1994-12-28,2017-01-11,mujer,45,16,0,afrodescendiente
2531,"Prado, Íñigo",2019-02-16,,varon,30,17,0,latino
2532,"Brown, John",2014-08-30,,varon,42,8,0,blanco
2533,"Sharma, Arjun",1988-10-15,,mujer,64,13,0,indio
2534,"Papadopoulos, Nikos",2001-10-28,2009-06-13,otros,58,11,0,griego
2535,"Gutiérrez, Encarna",1986-09-29,,varon,69,19,0,latino
2536,"Smith, John",2017-11-15,,varon,36,18,0,blanco
2537,"Tanaka, Hiro",1981-09-16,,mujer,23,2,0,asiatico
2538,"Papadopoulos, Sofia",2020-04-04,,varon,55,6,0,griego
2539,"Patel, Arjun",2008-07-09,2016-12-21,otros,48,18,1,indio
2540,"Smith, John",2011-05-26,2022-08-02,otros,64,2,0,blanco
2541,"Papadopoulos, Nikos",2000-12-02,,varon,59,20,0,griego
2542,"Smith, Emily",2011-02-02,,otros,19,6,0,blanco
2543,"Papadopoulos, Sofia",1988-12-06,,varon,65,9,0,griego
2544,"Sharma, Arjun",2003-01-21,,mujer,69,7,0,indio
2545,"Patel, Rudra",1981-01-06,,otros,50,5,0,indio
2546,"Brown, John",1985-07-11,,mujer,59,14,0,blanco
2547,"Smith, John",1996-01-22,,mujer,49,19,0,blanco
2548,"Washington, Jamal",1981-11-20,,mujer,34,3,0,afrodescendiente
2549,"Papadopoulos, Sofia",2010-08-30,2015-07-21,mujer,55,5,0,griego
2550,"Li, Mei",1984-08-07,1988-10-28,mujer,19,9,0,asiatico
2551,"Jackson, Jamal",1996-11-17,2019-04-22,varon,42,11,0,afrodescendiente
2552,"Patel, Arjun",2018-05-09,,otros,69,4,0,indio
2553,"Papadopoulos, Nikos",2007-10-25,,otros,45,19,0,griego
2554,"Papadopoulos, Sofia",2006-09-24,2007-01-16,varon,66,1,0,griego
2555,"Sharma, Rudra",1984-09-12,1994-06-29,mujer,49,16,0,indio
2556,"Brown, Emily",2018-08-04,,mujer,50,6,0,blanco
2557,"Smith, Michael",2014-10-14,,mujer,27,2,0,blanco
2558,"Papadopoulos, Nikos",1993-09-21,,mujer,45,11,0,griego
2559,"Sharma, Arjun",1997-01-06,,varon,23,15,0,indio
2560,"Papadopoulos, Sofia",2008-05-20,2023-04-10,varon,32,14,0,griego
2561,"Smith, Michael",2015-02-07,,varon,37,2,0,blanco
